Date,Open,High,Low,Close,Volume
2024-11-30 22:00:00+00:00,1.27223,1.2811,1.25003,1.25027,1979477.3914972856
2024-10-31 21:00:00+00:00,1.28986,1.30475,1.24869,1.27257,3906531.1123
2024-09-30 21:00:00+00:00,1.3373,1.33894,1.28434,1.28986,2866212.8272999986
2024-08-31 21:00:00+00:00,1.3127,1.34341,1.30016,1.33729,2601103.3965
2024-07-31 21:00:00+00:00,1.28546,1.32657,1.26648,1.31231,2360656.491200001
2024-06-30 21:00:00+00:00,1.26492,1.30443,1.26152,1.28551,2125066.8000999964
2024-05-31 21:00:00+00:00,1.27336,1.28604,1.26125,1.26427,1542841.7601000003
2024-04-30 21:00:00+00:00,1.24904,1.28005,1.24457,1.27404,1812324.5975
2024-03-31 21:00:00+00:00,1.26077,1.2709,1.22991,1.24907,2036173.7243
2024-02-29 22:00:00+00:00,1.26232,1.28934,1.25748,1.26158,1696055.0469000018
2024-01-31 22:00:00+00:00,1.26862,1.27721,1.25181,1.26237,1986636.5414
2023-12-31 22:00:00+00:00,1.27184,1.27854,1.25963,1.26868,2774034.753400002
2023-11-30 22:00:00+00:00,1.26228,1.28272,1.24999,1.27292,2966957.7896000035
2023-10-31 21:00:00+00:00,1.21509,1.27329,1.20955,1.26217,2438456.231700002
2023-09-30 21:00:00+00:00,1.21936,1.23371,1.20369,1.21524,2601598.6539
2023-08-31 21:00:00+00:00,1.26719,1.27127,1.21101,1.21942,2498387.180899999
2023-07-31 21:00:00+00:00,1.28345,1.28408,1.25476,1.26719,3000521.296
2023-06-30 21:00:00+00:00,1.26892,1.31421,1.26582,1.28344,2648363.982500001
2023-05-31 21:00:00+00:00,1.24376,1.28481,1.23681,1.26902,2935784.973800001
2023-04-30 21:00:00+00:00,1.25538,1.26794,1.23076,1.24379,3124566.965
2023-03-31 21:00:00+00:00,1.23274,1.25837,1.2274,1.25608,2839820.472799999
2023-02-28 22:00:00+00:00,1.2017,1.24227,1.18024,1.23287,5815921.084600005
2023-01-31 22:00:00+00:00,1.23138,1.2401,1.19145,1.20169,3689354.0063000014
2022-12-31 22:00:00+00:00,1.20615,1.24476,1.18408,1.23137,3911284.396199999
2022-11-30 22:00:00+00:00,1.20535,1.24464,1.19919,1.20934,5247920.295100002
2022-10-31 21:00:00+00:00,1.14578,1.2153,1.1145,1.2054,7096082.0315000005
2022-09-30 21:00:00+00:00,1.11504,1.16449,1.09227,1.14616,6924425.150199997
2022-08-31 21:00:00+00:00,1.16206,1.17379,1.03261,1.11538,4440664.335400002
2022-07-31 21:00:00+00:00,1.21616,1.22931,1.15988,1.16202,3103794.969399999
2022-06-30 21:00:00+00:00,1.21716,1.22454,1.17599,1.21745,3835473.002699999
2022-05-31 21:00:00+00:00,1.2597,1.26162,1.19332,1.21763,3349660.4086999977
2022-04-30 21:00:00+00:00,1.25794,1.26663,1.2155,1.25976,3138049.3117000023
2022-03-31 21:00:00+00:00,1.31329,1.31666,1.24108,1.25671,2518372.8788999994
2022-02-28 22:00:00+00:00,1.34174,1.3437,1.3,1.31338,2994675.744600001
2022-01-31 22:00:00+00:00,1.34441,1.36432,1.32726,1.34162,2156844.021900001
2021-12-31 22:00:00+00:00,1.35199,1.37487,1.33577,1.34442,1636646.5267000014
2021-11-30 22:00:00+00:00,1.32977,1.355,1.31612,1.35177,1799589.1993999996
2021-10-31 21:00:00+00:00,1.36764,1.36984,1.31943,1.32977,1866968.9326
2021-09-30 21:00:00+00:00,1.34711,1.38343,1.34333,1.36762,1388898.718200001
2021-08-31 21:00:00+00:00,1.37532,1.3913,1.34116,1.34712,1344420.6387999994
2021-07-31 21:00:00+00:00,1.38963,1.39574,1.36019,1.37531,1113486.739699999
2021-06-30 21:00:00+00:00,1.38281,1.39832,1.35717,1.38959,2121091.9802
2021-05-31 21:00:00+00:00,1.4209,1.42491,1.37859,1.38281,2046772.5603
2021-04-30 21:00:00+00:00,1.38116,1.42336,1.38008,1.42093,1771083.1619999993
2021-03-31 21:00:00+00:00,1.37792,1.40089,1.36689,1.38077,1658513.3073000002
2021-02-28 22:00:00+00:00,1.3929,1.40171,1.367,1.37791,2286894.1655999986
2021-01-31 22:00:00+00:00,1.37052,1.42415,1.35655,1.39244,1797049.2949000015
2020-12-31 22:00:00+00:00,1.36455,1.37585,1.34503,1.37023,2413239.862500001
2020-11-30 22:00:00+00:00,1.33214,1.36859,1.31339,1.3663,4494401.164199994
2020-10-31 21:00:00+00:00,1.29243,1.33975,1.28538,1.33214,7205002.460600004
