Date,Open,High,Low,Close,Volume
2024-12-08 22:00:00+00:00,2646.52,2726.105,2627.455,2647.385,425823367.14480096
2024-12-01 22:00:00+00:00,2653.075,2656.998,2612.585,2632.664,370324121.9711007
2024-11-24 22:00:00+00:00,2713.375,2721.185,2605.085,2649.945,353721256.07749987
2024-11-17 22:00:00+00:00,2564.258,2716.165,2563.835,2715.805,371408849.6269
2024-11-10 22:00:00+00:00,2683.898,2686.025,2536.664,2562.715,418673584.4608001
2024-11-03 22:00:00+00:00,2733.298,2749.875,2643.134,2684.035,394154488.6533
2024-10-27 21:00:00+00:00,2735.698,2790.005,2724.545,2735.895,358112934.4697998
2024-10-20 21:00:00+00:00,2720.098,2758.338,2708.635,2746.625,332830294.1621
2024-10-13 21:00:00+00:00,2656.298,2722.405,2637.955,2721.105,278441428.6612
2024-10-06 21:00:00+00:00,2650.375,2661.258,2601.734,2656.835,296271515.41049993
2024-09-29 21:00:00+00:00,2657.935,2672.908,2624.538,2653.545,287031788.7365
2024-09-22 21:00:00+00:00,2620.915,2685.405,2613.685,2657.955,388705176.1152001
2024-09-15 21:00:00+00:00,2578.725,2625.574,2546.645,2621.504,336871692.8657001
2024-09-08 21:00:00+00:00,2497.098,2585.965,2485.405,2577.615,322085631.1019998
2024-09-01 21:00:00+00:00,2502.435,2529.125,2471.718,2497.035,246359282.13640004
2024-08-25 21:00:00+00:00,2511.275,2528.888,2493.515,2502.925,286397010.20729995
2024-08-18 21:00:00+00:00,2508.298,2531.558,2470.705,2512.235,292268298.35780007
2024-08-11 21:00:00+00:00,2430.298,2509.638,2423.695,2506.844,284797361.4339
2024-08-04 21:00:00+00:00,2443.975,2458.655,2364.164,2430.925,435446221.0534003
2024-07-28 21:00:00+00:00,2387.645,2477.494,2369.518,2443.055,349624061.00350004
2024-07-21 21:00:00+00:00,2401.298,2431.945,2353.005,2386.765,299609845.8767001
2024-07-14 21:00:00+00:00,2412.455,2483.548,2393.675,2400.485,304614007.5027999
2024-07-07 21:00:00+00:00,2385.498,2424.395,2349.455,2410.534,261044279.1429999
2024-06-30 21:00:00+00:00,2326.315,2392.815,2318.395,2390.705,223141620.29309997
2024-06-23 21:00:00+00:00,2322.775,2339.635,2293.464,2326.275,261904645.1453
2024-06-16 21:00:00+00:00,2331.098,2368.558,2306.465,2321.755,218562008.3432
2024-06-09 21:00:00+00:00,2294.415,2341.495,2287.665,2332.184,289931835.0552
2024-06-02 21:00:00+00:00,2327.425,2387.595,2286.628,2293.415,310032879.29279995
2024-05-26 21:00:00+00:00,2336.365,2363.975,2320.395,2326.995,238770750.5531
2024-05-19 21:00:00+00:00,2417.098,2449.985,2325.265,2333.405,318440984.66589993
2024-05-12 21:00:00+00:00,2362.895,2422.575,2331.985,2414.525,258515697.807
2024-05-05 21:00:00+00:00,2304.655,2378.365,2291.645,2360.175,234444350.034
2024-04-28 21:00:00+00:00,2336.065,2346.585,2277.165,2301.175,255911534.2352
2024-04-21 21:00:00+00:00,2387.635,2388.425,2291.265,2337.245,315436209.4697
2024-04-14 21:00:00+00:00,2352.098,2417.745,2323.858,2390.295,349189649.1942001
2024-04-07 21:00:00+00:00,2323.125,2431.385,2302.755,2343.285,311414647.6680999
