Date,Open,High,Low,Close,Volume
2024-12-14 22:00:00+00:00,2647.385,2647.385,2647.385,2647.385,0.0
2024-12-13 22:00:00+00:00,2647.385,2647.385,2647.385,2647.385,0.0
2024-12-12 22:00:00+00:00,2679.778,2692.595,2645.945,2647.385,84427149.9830999
2024-12-11 22:00:00+00:00,2717.135,2726.105,2675.055,2680.595,97899660.05280004
2024-12-10 22:00:00+00:00,2693.698,2721.005,2674.345,2717.395,109228597.0494
2024-12-09 22:00:00+00:00,2660.498,2695.378,2657.805,2693.514,63182059.9956001
2024-12-08 22:00:00+00:00,2646.52,2676.255,2627.455,2659.354,71085900.06390005
2024-12-07 22:00:00+00:00,2632.664,2632.664,2632.664,2632.664,0.0
2024-12-06 22:00:00+00:00,2632.664,2632.664,2632.664,2632.664,0.0
2024-12-05 22:00:00+00:00,2631.498,2645.535,2612.585,2632.664,63847969.99219991
2024-12-04 22:00:00+00:00,2649.118,2655.445,2623.385,2631.665,77465213.95789988
2024-12-03 22:00:00+00:00,2642.618,2656.998,2632.315,2649.325,72914600.05819996
2024-12-02 22:00:00+00:00,2638.698,2655.528,2633.965,2643.225,82393004.95089991
2024-12-01 22:00:00+00:00,2653.075,2653.115,2622.0,2638.555,73703333.0118999
2024-11-30 22:00:00+00:00,2649.945,2649.945,2649.945,2649.945,0.0
2024-11-29 22:00:00+00:00,2649.945,2649.945,2649.945,2649.945,0.0
2024-11-28 22:00:00+00:00,2637.505,2666.195,2633.925,2649.945,57632984.8768
2024-11-27 22:00:00+00:00,2636.298,2649.518,2620.815,2637.215,47066394.508
2024-11-26 22:00:00+00:00,2631.858,2658.098,2626.935,2635.785,77609500.76580001
2024-11-25 22:00:00+00:00,2624.218,2641.774,2605.085,2632.785,84367845.6545
2024-11-24 22:00:00+00:00,2713.375,2721.185,2615.455,2624.645,87044530.27239999
2024-11-23 22:00:00+00:00,2715.805,2715.805,2715.805,2715.805,0.0
2024-11-22 22:00:00+00:00,2715.805,2715.805,2715.805,2715.805,0.0
2024-11-21 22:00:00+00:00,2668.698,2716.165,2667.915,2715.805,94902290.106
2024-11-20 22:00:00+00:00,2649.515,2673.385,2648.765,2669.535,64202019.929900005
2024-11-19 22:00:00+00:00,2631.975,2655.275,2618.705,2650.145,66234399.73590001
